,melon_id,댓글
1712,탈퇴한 회원,미친ㅋㅋㅋㅋㅋㅋ차트인ㅋㅋㅋㅋㅋㅋ
1713,회전과고정,봄이 좋냐도 많이 들어주세요^~~~^
1714,KdB,진입ㅋㅋㅋㅋㅋ
1715,너무늦은밤이야너무긴이별이야,먼 훗날에 봄이 없어지면 후손들에게 이노래를 들려주며 이게 봄이었다고 말해줘도 될 정도.
1716,억져라구요,"벚꽃좀비가 깨어났다,,,,,"
1717,belt777,갓갓갓
1718,탈퇴한 회원,봄이오는소리에 또 이노래가생각났다!!!
1719,bibolove,이노래 들으면서 벚꽃보는 상상만해도 포근해진다~
1720,LeCorbusier,들리시나요~~~~~~~~~~봄이 오는 소리를!!!!!!!!!
1721,슈륙챙이.,곧 다시 듣게 될 노래네요~
1722,탈퇴한 회원,"이노래도 좋아요 ㅎ
재생 다운로드
봄비
장범준
장범준 2집"
1723,큐티따거,음..슬슬 올라올때가 되었군.. 공식 봄노래...따봉스~~!
1724,빠개진,"이제 한달쯤 뒤면 다시 스믈스믈올라오겠군ㅋㅋㅋ
그래도 노래는 진짜 좋다 ㅎ"
1725,NoeIcozyboy,이곡 좋아요 수는 경이롭다 ㅋㅋㅋ레알
1726,giant_wan,언제들어도 존좋ㅠㅠ
1727,청잏,한달안에 차트인 할듯ㅋㅋㅋ
1728,탈퇴한 회원,269543 넘사벽(?)
1729,이미잡혀간,이거 언제차트아웃되냐...
1730,민초맛잘알,"벚꽃엔딩 커버영상으로 큰화제가 되었던 페북스타 미오가 노래가 나왔습니다! 많이들어주세요!!
재생 다운로드
하루라도
미오 (MIO)
4th Single Album '하루라도'"
1731,attack72,굿보이
1732,pralice,또 부활했군요
1733,닥성,봄 그자체
1734,뿡빵유,벚꽃좀비...무서워진다
1735,hwirym1,정말 이만한 봄 노래 없음.
1736,베를리오즈의마법사,3월 3일 차트인 ㅋㅋㅋㅋㅋㅋㅋ
1737,장난하낰,내일부터 날씨 따듯하니 올라올듯
1738,SAY_YOU_LOVE_ME,오늘 네이버 뮤직 91위 차트인ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1739,Sky_하늘,조만간 100위권 들어오겠네요 ㅋㅋㅋㅋ
1740,sinyongdae,곧 1위하겠다
1741,현비나ㅡ,봄마다 항상 1위하는 벚꽃엔딩 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
1742,내가아니야,목소리 ㄷㄷㄷ
1743,ttonya77,역시 버스커버스커야 노래는 최고야^^
1744,ttonya77,벚꽃엔딩파이팅
1745,ttonya77,꽃송이도 대단대단 이노래랑꽃송이 노래도 좋아 파이팅^^
1746,ttonya77,벚꽃엔딩 노래좋아^^귀가 짱 막히게 진짜 노래 가사 좋아대단대단해
1747,nani5838,"버스커버스커~^^ 짱~!! 귀가 막히는게 장범준아저씨. 진짜 대단대단~!!^^ 뭐냐면 진짜 이곡만들때. 작사,작곡,편곡 아저씨가 다 했는게 대단대단~!!^^"
1748,L.U.V.,파이팅!
1749,jAkyun,1위까지 가자!!!!
1750,yh01122,내가 제일 좋아 하는곡 매일 한번씩은 꼭듣는곡 봄에 이곡 안들으면 음악들을 이유가 없는곡
1751,yh01122,좋아요 200000 가자 가능하다 그리고 차트 1위 ㄱㄱ
1752,hyh07011,요즘 1위 할만한 곡도 없고 올라가기 딱좋네
1753,라티IU,벚꽃좀비... 무서운 기세로 올라온다 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
1754,해골공주,"매일을 파일을 옮겼습니다
노래가 메일을할겠어요"
1755,승승님이다,그만 올라와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 벚꽃좀비 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1756,크리스티아누ronaldo,좋아요19만2000개 쩐다쩔어............................
1757,B617,벚꽃좀비 또 살아났다~
1758,kian1,"이 곡이 올라오는것 보니
봄이오는구나~~"
1759,리미삐야기,봄캐럴
1760,Younna,올해도 어김없이 올라왔네요 ^^~ 봄엔 이 곡 없으면 심심!!
1761,yh01122,매년봄 차트를 보면 1위를 하고 있는 봄 킬러....
1762,BBVIPZ,굿굿굿
1763,날꿈93,이거 올해에 또 올라올라나?
1764,내가아니야,역쉬 버스커버스커~
1765,wind4579,2월15일에 100위 차트인이라니 ㄷㄷㄷ
1766,gearchk,이 노래는 진짜 노래중 노래입니다
1767,탈퇴한 회원,와~~~~~~~~~~~~~~~
1768,yoonhwan00,봄이다!!!!
1769,닉네임정하기어려워이것도있네,ㅋ 봄이다
1770,sj-1031,연금엔딩임 ㅋㅋ
1771,블랙모던,벚꽃 좀비다 진짜 ㅋㅋㅋㅋㅋㅋ
1772,hawaiicoco,ㅋㅋㅋ 이맘때면 귀신같이 찾아오는 노래다!!
1773,daasdwq,3위입니다 현재
1774,별별맘,"후에 여름, 겨울만 남는시대에 봄은 이랬었다며 후손들에게 들려줄수있는노래라는게 맞는거같음"
1775,Nerom,헐 봄돼니 또떴어 레전드다 ㅎㅎㅎㅎㅎ
1776,지효ㅛ니,ㅋㅋㅋㅋ음원깡패
1777,wjswltn215,이노랜 진짜 봄되면 몇십년동안 떠오를듯 대박임ㅠㅠ
1778,Choisoohyuk,참 ..좋다^^ 이노래 듣고있으면 내가살아오는동안 지나온 모든봄을 떠오르게함...
1779,멧두더지,맨날 봄대면 이노래떠
1780,Speacial.,약속의 봄이 돌아왓군
1781,양파곰.,벚꽃좀비
1782,*　*　*　*,어쩜 노래가 이리 시간이 지나도 좋은지
1783,immipmam,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ또 100위권진입 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1784,afsd3281,1년전에도 오고 올해도 왔도다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1785,Nerom,좋ㅎ아ㅎ요ㅎ수ㅎ많ㅎ다ㅎ노ㅎ래ㅎ좋ㅎ아ㅎ여ㅎ
1786,채..,개인적으로 이노래가 제일..짱
1787,joebarry,좋아요 수 보소 ㅋㅋㅋ
1788,Toyougirl,힝
1789,I3ooM,뭔진 모르겠지만 초딩이 추억돋게하는노래 너무 좋아요>< 우리반에서 이노래로 한파트씩 그림도그렸는데 ㅋㅎㅎ 조만간 울쌤이 You tube에 올린데요 캬~♡
1790,햇가람,이노래가 미래에 봄이 사라지면 후손들에게 봄을 알려주는 노래레여~!
1791,brandon281,ㅇ
1792,zeze5481,멜로디!!넘좋아요
1793,Melvin뮤직,"몽환적인 멜로디, 음색이 좋아요"
1794,jo78y12,와놔 100000은 첨보네/........ 역시 버스커 애진다
1795,탈퇴한 회원,벚꽃좀비달려~
1796,미래정원,헐 역주행 쩐다.. 진짜 깜짝놀람..
1797,갓계피,이곡뭐지.. 나온지1년됐는데 지금신곡들을 누르고 1위함...진심 명곡임
1798,얄라리얄라얄라,아 빨리 2집 내라고 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진심좋다
1799,카일리얼빙,사람들 생각이 다 똑같구나 ~ 나도 요즘 이노래 생각나서 찾아 듣곤 했는데 역주행으로 차트 1위~ 시간이 지나도 찾게 되는 노래. 이런게 명곡이지..
1800,ddukso,봄이 되면 자연스럽게 떠오르는 노래. 아마도 벚꽃 엔딩이 봄에 가장 어울리는 노래가 아닐까.
1801,레모비타플러스,봄 바람 휘날리며~~~~
1802,uniconv,벚꽃엔딩 1년만의 역주행 1위 축하합니다 ^^
1803,onionsu,우와;
1804,유키설화,1위다 ㅋㅋ 대박ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1805,악센테,아직 추운데 빨리 봄이 왔으면 ^^
1806,yjllll,일년이 지나도 설레는 노래
1807,jy961201,진짜... 아......... 미친 벜벜
1808,니에에,대단하네요^^~버스커버스커 또 다음앨범도 정말 기다려지네요^^
1809,kkorosi,봄 올때마다 이노래 생각나서 듣게될듯!
1810,G_hoon,와... 이곡은 1년이지나도 히트네
1811,RosenKranz,전설이다 진짜
1812,강혜웅,너무 좋아요^^
1813,jso4513,너무좋음^^
1814,tbest,별표7개하고또하고싶픈 당장노래큐! 벛꽃좋고엔딩좋고^^ 당장또보고싶고봐도봐도역시버스커버스커최고
1815,soul2maxwell,가사도좋지만 멜로디가 몸에전율을 느끼게하네요..멋져요
1816,나이스틱,좋습니다..좋고요
1817,dwiii23,헐...장범준 작사작곡이였다니...대박~~~ 범주운~~~ㅠㅠㅠㅠㅠㅠㅠㅠ
1818,neplus,진짜 노래 짱!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1819,sjhn703,짱~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
1820,ojy59456,벚꽃엔딩역시최고 1등노래
1821,강푸른고양이,벚꽃엔딩 정말 좋다 ㅠ
1822,사랑하세정,벚꽃앤딩최고!~
1823,항상응원해,너무좋다
1824,꾭땅,좋아요... 5만 넘었다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1825,탈퇴한 회원,좋아요 갯수 쩐다ㄷㄷㄷ
1826,888가을,74범띠에맞는노래군
1827,탈퇴한 회원,우왕~! 벚곷엔딩 짱이에요 버스커버스커 짱!!
1828,secret10041,오늘 순간 확 들어온 벚꽃엔딩 너무좋아요....
1829,원주대박,버스커버스커 넘넘 조아해영
1830,완도섬놈,'5
1831,간다훅,얼마만에 들어보는 발라드냐..
1832,마요미블링블링,목소리가 약간 버터느낌인데 가사는 좋네. 음원 차트 1위가 이해됨.
1833,툽스보이,통기타로 쳐봤따
1834,kay3388,완전 조으다 시르다 아니고 조으다 완전 조으다
1835,chrislee98,ㅋㅋㅋㅋ 좋으다 ㅎㅎ ㅋ
1836,spinspon,올 ㅋ 좋네요 !
1837,황민현ㅇㅇ,와.. 좋네요 ㅎㅎ
1838,fortunate6,예쁜 가사 중독되는 멜로디 봄에 꼭 맞는 노래
